article,indiv,day_post_infection,pos_value,value,sample_type,location_grp,location_subgrp,sample_rep,sample_grp,sample_subgrp,organ_system,method_of_quant,assay_type,pcr_target_gene,pcr_protocol_type,assay_idx,inoc_route_grp,route_idx,dose_nose,dose_throat,dose_trachea,dose_lung,dose_gi,age_class_grp,age_idx,prob_geriatric,sex,sex_idx,prob_male,prob_female,animal_species,sp_idx,unit_rep,unit_subgrp,data_source,llod,lod_source,lloq,loq_source,viral_strain_rep,viral_strain_grp,treatment,animal_subspecies,age_class_rep,age_years,inoc_route_rep,inoc_route_subgrp,inoc_dose_units_rep,inoc_dose_TCID_per_mL,inoc_dose_pfu_per_mL,inoc_dose_total_mL,inoc_dose_total_TCID,inoc_dose_total_pfu,inoc_dose_IT_mL,inoc_dose_IN_mL,inoc_dose_OR_mL,inoc_dose_OC_mL,inoc_dose_IG_mL,inoc_dose_IV_mL,inoc_dose_IB_mL,inoc_dose_IT_pfu,inoc_dose_IT_TCID,inoc_dose_IN_pfu,inoc_dose_IN_TCID,inoc_dose_OR_pfu,inoc_dose_OR_TCID,inoc_dose_OC_pfu,inoc_dose_OC_TCID,inoc_dose_IG_pfu,inoc_dose_IG_TCID,inoc_dose_IV_pfu,inoc_dose_IV_TCID,inoc_dose_IB_pfu,inoc_dose_IB_TCID,inoc_dose_AE_pfu,inoc_dose_AE_TCID,article_doi,article_title,article_journal,preprint,indiv_rep,data_availability,cell_line,culture_assay,location_idx,study_location,first_upper_bound,first_lower_bound,peak_upper_bound,peak_observed_time,peak_observed_titer,peak_lower_bound,last_upper_bound,last_lower_bound,indiv_sample,group_number,ever_positive,has_peak,has_last_positive,has_titer
Berry et al. 2022,NB_S48,1,1,Pos,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,Culture,culture,NA,NA,6,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,+/- infectious virus,+/- virus isolation,Figure 2,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S48,"Digitized, R",VeroE6-TMPRSS2,Unknown,0,Berry et al. 2022,1,0,Inf,NA,9999,0,Inf,2,NB_S48_Nose_culture_NA,NA,1,1,1,0
Berry et al. 2022,NB_S48,1,1,2.843003413,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,RT-qPCR,totRNA,E,Corman et al. 2020,2,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 genomic RNA / mL (IU; international units),log10 total RNA copies/mL,Figure 2H,1.698970004,Text,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S48,"Digitized, R",NA,NA,1,Berry et al. 2022,1,0,Inf,2,4.870307167,1,Inf,2,NB_S48_Throat_totRNA_E,NA,1,1,1,1
Berry et al. 2022,NB_S48,2,1,2.348534202,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,RT-qPCR,sgRNA,ORF7,Custom assay #7,4,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 subgenomic RNA / mL (IU; international units),log10 sgRNA copies/mL,Figure S5C,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S48,"Digitized, R",NA,NA,1,Berry et al. 2022,2,0,Inf,NA,9999,0,Inf,2,NB_S48_Throat_sgRNA_ORF7,NA,1,1,1,0
Berry et al. 2022,NB_S48,1,0,Neg,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,Culture,culture,NA,NA,6,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,+/- infectious virus,+/- virus isolation,Figure 2,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S48,"Digitized, R",VeroE6-TMPRSS2,Unknown,1,Berry et al. 2022,2,1,Inf,NA,9999,1,Inf,2,NB_S48_Throat_culture_NA,NA,1,1,1,0
Berry et al. 2022,NB_S48,1,0,< LOD,Non-invasive,GI,LoGI,Rectal Swab,Anal / Rectal Sample,Anal / Rectal Swab,Digestive,RT-qPCR,totRNA,E,Corman et al. 2020,2,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 genomic RNA / mL (IU; international units),log10 total RNA copies/mL,Figure S7,1.698970004,Text,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S48,"Digitized, R",NA,NA,1,Berry et al. 2022,2,1,Inf,2,2.843283582,1,Inf,2,NB_S48_LoGI_totRNA_E,NA,1,1,1,1
Berry et al. 2022,NB_S43,1,1,7.164383562,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,E,Corman et al. 2020,2,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 genomic RNA / mL (IU; international units),log10 total RNA copies/mL,Figure 2G,1.698970004,Text,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S43,"Digitized, R",NA,NA,0,Berry et al. 2022,1,0,3,2,8.428082192,1,Inf,10,NB_S43_Nose_totRNA_E,NA,1,1,1,1
Berry et al. 2022,NB_S43,1,1,Pos,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,Culture,culture,NA,NA,6,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,+/- infectious virus,+/- virus isolation,Figure 2,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S43,"Digitized, R",VeroE6-TMPRSS2,Unknown,0,Berry et al. 2022,1,0,7,NA,9999,0,7,4,NB_S43_Nose_culture_NA,NA,1,1,1,0
Berry et al. 2022,NB_S43,1,1,7.911262799,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,RT-qPCR,totRNA,E,Corman et al. 2020,2,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 genomic RNA / mL (IU; international units),log10 total RNA copies/mL,Figure 2H,1.698970004,Text,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S43,"Digitized, R",NA,NA,1,Berry et al. 2022,1,0,2,1,7.911262799,0,Inf,10,NB_S43_Throat_totRNA_E,NA,1,1,1,1
Berry et al. 2022,NB_S43,2,1,1.254071661,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,RT-qPCR,sgRNA,ORF7,Custom assay #7,4,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 subgenomic RNA / mL (IU; international units),log10 sgRNA copies/mL,Figure S5C,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S43,"Digitized, R",NA,NA,1,Berry et al. 2022,2,0,Inf,NA,9999,0,Inf,2,NB_S43_Throat_sgRNA_ORF7,NA,1,1,1,0
Berry et al. 2022,NB_S43,1,1,Pos,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,Culture,culture,NA,NA,6,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,+/- infectious virus,+/- virus isolation,Figure 2,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S43,"Digitized, R",VeroE6-TMPRSS2,Unknown,1,Berry et al. 2022,1,0,4,NA,9999,0,4,3,NB_S43_Throat_culture_NA,NA,1,1,1,0
Berry et al. 2022,NB_S43,1,0,< LOD,Non-invasive,GI,LoGI,Rectal Swab,Anal / Rectal Sample,Anal / Rectal Swab,Digestive,RT-qPCR,totRNA,E,Corman et al. 2020,2,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 genomic RNA / mL (IU; international units),log10 total RNA copies/mL,Figure S7,1.698970004,Text,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S43,"Digitized, R",NA,NA,1,Berry et al. 2022,Inf,10,NA,NA,9999,NA,NA,NA,NB_S43_LoGI_totRNA_E,NA,0,0,0,0
Berry et al. 2022,NB_S46,1,1,7.534246575,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,E,Corman et al. 2020,2,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 genomic RNA / mL (IU; international units),log10 total RNA copies/mL,Figure 2G,1.698970004,Text,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S46,"Digitized, R",NA,NA,0,Berry et al. 2022,1,0,4,3,8.150684932,2,Inf,10,NB_S46_Nose_totRNA_E,NA,1,1,1,1
Berry et al. 2022,NB_S46,1,1,Pos,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,Culture,culture,NA,NA,6,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,+/- infectious virus,+/- virus isolation,Figure 2,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S46,"Digitized, R",VeroE6-TMPRSS2,Unknown,0,Berry et al. 2022,1,0,7,NA,9999,0,7,4,NB_S46_Nose_culture_NA,NA,1,1,1,0
Berry et al. 2022,NB_S46,1,1,6.928327645,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,RT-qPCR,totRNA,E,Corman et al. 2020,2,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 genomic RNA / mL (IU; international units),log10 total RNA copies/mL,Figure 2H,1.698970004,Text,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S46,"Digitized, R",NA,NA,1,Berry et al. 2022,1,0,4,3,7.634812287,2,10,7,NB_S46_Throat_totRNA_E,NA,1,1,1,1
Berry et al. 2022,NB_S46,1,1,Pos,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,Culture,culture,NA,NA,6,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,+/- infectious virus,+/- virus isolation,Figure 2,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S46,"Digitized, R",VeroE6-TMPRSS2,Unknown,1,Berry et al. 2022,1,0,4,NA,9999,0,4,3,NB_S46_Throat_culture_NA,NA,1,1,1,0
Berry et al. 2022,NB_S46,1,1,3.298507463,Non-invasive,GI,LoGI,Rectal Swab,Anal / Rectal Sample,Anal / Rectal Swab,Digestive,RT-qPCR,totRNA,E,Corman et al. 2020,2,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 genomic RNA / mL (IU; international units),log10 total RNA copies/mL,Figure S7,1.698970004,Text,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S46,"Digitized, R",NA,NA,1,Berry et al. 2022,1,0,2,1,3.298507463,0,7,4,NB_S46_LoGI_totRNA_E,NA,1,1,1,1
Berry et al. 2022,NB_S44,1,1,7.934931507,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,E,Corman et al. 2020,2,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 genomic RNA / mL (IU; international units),log10 total RNA copies/mL,Figure 2G,1.698970004,Text,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S44,"Digitized, R",NA,NA,0,Berry et al. 2022,1,0,3,2,8.643835616,1,21,14,NB_S44_Nose_totRNA_E,NA,1,1,1,1
Berry et al. 2022,NB_S44,1,1,Pos,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,Culture,culture,NA,NA,6,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,+/- infectious virus,+/- virus isolation,Figure 2,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S44,"Digitized, R",VeroE6-TMPRSS2,Unknown,0,Berry et al. 2022,1,0,7,NA,9999,0,7,4,NB_S44_Nose_culture_NA,NA,1,1,1,0
Berry et al. 2022,NB_S44,1,1,8.372013652,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,RT-qPCR,totRNA,E,Corman et al. 2020,2,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 genomic RNA / mL (IU; international units),log10 total RNA copies/mL,Figure 2H,1.698970004,Text,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S44,"Digitized, R",NA,NA,1,Berry et al. 2022,1,0,2,1,8.372013652,0,28,21,NB_S44_Throat_totRNA_E,NA,1,1,1,1
Berry et al. 2022,NB_S44,2,1,3.853420195,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,RT-qPCR,sgRNA,ORF7,Custom assay #7,4,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,log10 subgenomic RNA / mL (IU; international units),log10 sgRNA copies/mL,Figure S5C,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S44,"Digitized, R",NA,NA,1,Berry et al. 2022,2,0,Inf,4,4.674267101,2,Inf,4,NB_S44_Throat_sgRNA_ORF7,NA,1,1,1,1
Berry et al. 2022,NB_S44,1,1,Pos,Non-invasive,URT,Throat,Oropharyngeal Swab,Oropharyngeal Sample,Oropharyngeal Swab,Respiratory,Culture,culture,NA,NA,6,IN,1,4.236789099,4.236789099,0,0,0,Unknown,-9999,0.333333333,Female,0,0,1,cynomolgus macaque,2,+/- infectious virus,+/- virus isolation,Figure 2,Unknown,NA,Unknown,NA,SARS-CoV-2/Victoria-01,SARS-CoV-2/human/AUS/VIC01/2020,None,NA,Unknown (not specified),Unknown,IN,IN,TCID50,Unknown,Unknown,Unknown,50000,34500,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,34500,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-022-23339-x,"Intrinsic host susceptibility among multiple species to intranasal SARS-CoV-2 identifies diverse virological, biodistribution and pathological outcomes",Scientific Reports,No,S44,"Digitized, R",VeroE6-TMPRSS2,Unknown,1,Berry et al. 2022,1,0,4,NA,9999,0,4,3,NB_S44_Throat_culture_NA,NA,1,1,1,0
